place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURqcWVERjV3RRAB,5,,a month ago,2024-08-20 14:19:36.428074,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURydy1DUXl3RRAB,4,"It was renovated last year and is sufficiently equipped. One or two machines are missing, hack squat normal Smith frames, dumbbells only up to 40kg, but in return there are normal people, the staff is decent, I can only recommend it to those who live nearby.",2 months ago,2024-07-20 14:19:36.430073,,,,2,1,,False,"Utobbi evben felujitottak, kell en felszerelt. Egy-ket gep hianyzik, hack squat normalis smith-keretek, kezisulyzok csak 40kg-ig vannak, de cserebe normalis emberek jarnak, szemelyzet rendes, aki a kozelben lakik annak csak ajanlani tudom.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURydnVDVmZREAE,5,,2 months ago,2024-07-20 14:19:36.432075,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURycXZXT0R3EAE,5,,2 months ago,2024-07-20 14:19:36.434076,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURyekl1Tk1nEAE,5,,2 months ago,2024-07-20 14:19:36.436073,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNyX1k3LUN3EAE,5,"The hall is very good after the elevator and the receptionists are also helpful and kind. The only problem is that the beloved T-Bar rowing machine disappeared after the trip, they would like to start a petition to bring it back :DD",2 months ago,2024-07-20 14:19:36.438073,,,,1,1,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNyOGJEcWJREAE,5,,2 months ago,2024-07-20 14:19:36.441075,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNyb3NmX3lBRRAB,5,,2 months ago,2024-07-20 14:19:36.443073,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURMN2NtZ2tBRRAB,5,"Modern machines, great cleanliness, really demanding place! What I personally miss is a punching bag. There are so many things here, I think it would fit in one, sometimes its good to bag a little in addition to weight training. But its still a great place!",2 months ago,2024-07-20 14:19:36.445074,,,,1,6,1,False,"Modern gepek, nagy tisztasag, igazan igenyes hely! Amit szemely szerint hianyolok, az egy boxzsak. Annyi dolog van itt, szerintem elferne egy, neha jol esik picit zsakolni sulyzos edzes mellett. De attol meg szuper hely!",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURMNGZHeWd3RRAB,5,,2 months ago,2024-07-20 14:19:36.448075,,,,0,1,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURMb2N6SjZ3RRAB,5,"Nice, clean room with lots of machines. The prices are very fair and the sauna is great. I really recommend it!",2 months ago,2024-07-20 14:19:37.519764,,,,1,1,,False,"Szep, tiszta terem, rengeteg geppel. Az arak nagyon korrektek es a szauna is remek. Nagyon ajanlom!",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURMbXJuajlnRRAB,5,"Impeccable cleanliness and modern machines, I really liked the squash court. The araks are also completely ok. I can only recommend",2 months ago,2024-07-20 14:19:37.522763,,,,1,1,,False,"Kifogasolhatatlan tisztasag es modern gepek, a squash palya kulonosen tetszett. Az arak is teljesen jok. Csak ajanlani tudom",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURMMEotMmJ3EAE,4,"Very good gym, although sometimes the sauna is too crowded. However, the prices are affordable and the machines are always maintained.",2 months ago,2024-07-20 14:19:37.525769,,,,1,2,,False,"Nagyon jo edz terem, bar neha a szauna tul zsufolt. Az arak viszont megfizethet ek, es a gepek mindig karbantartottak.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURMa09lbnhRRRAB,5,"I really like the Arnold gym, although you sometimes have to wait a long time for the squash courts. The coaches, on the other hand, are very helpful and friendly.",2 months ago,2024-07-20 14:19:37.528762,,,,1,28,1,False,"Az Arnold gym nagyon tetszik, bar a squash palyakra neha sokat kell varni. Az edz k viszont nagyon segit keszek es baratsagosak.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURqNXJHY3hRRRAB,5,"It is excellent in terms of cleanliness and equipment, but parking is sometimes problematic. Despite all that, I highly recommend it.",2 months ago,2024-07-20 14:19:37.530762,Thank you very much!,4 months ago,2024-05-20 14:19:37.530762,1,5,,False,"Tisztasag es felszereltseg szempontjabol kivalo, de a parkolas neha problemas. Mindezek ellenere nagyon ajanlom.",Koszonjuk szepen!
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMMy1UbWNBEAE,5,"The gym is great, but sometimes there is a long wait for the more popular machines. That said, the services and staff are first class.",2 months ago,2024-07-20 14:19:37.534762,,,,1,1,,False,"Az edz terem nagyszer , de neha sok a varakozas a nepszer bb gepeknel. Ennek ellenere a szolgaltatasok es a szemelyzet els  osztalyu.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMMzVEUU5BEAE,5,"Great gym, although sometimes they dont put the weights back. The machines and squash courts are excellent though.",2 months ago,2024-07-20 14:19:37.537758,,,,1,1,,False,"Remek edz terem, bar a neha nem rakjak vissza a sulyokat. A gepek es a squash palyak viszont kivaloak.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMbC1yc1ZnEAE,5,"I really like going here, although sometimes the air conditioning is not strong enough. The people are nice and the machines are modern.",2 months ago,2024-07-20 14:19:37.540762,,,,1,1,,False,"Nagyon szeretek ide jarni, bar neha a legkondicionalas nem eleg er s. Az emberek kedvesek es a gepek is modernek.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNMNTVhMHBnRRAB,5,"Very good gym, great prices and excellent equipment.",2 months ago,2024-07-20 14:19:37.543762,,,,1,59,678,True,"Nagyon jo edz terem, szuper arak es kivalo felszereltseg.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMazlmQVp3EAE,5,"I always find a free car, and the cleanliness is impeccable. The staff are friendly and helpful. I really like going here.",2 months ago,2024-07-20 14:19:37.546756,,,,0,3,,False,"Mindig talalok szabad gepet, es a tisztasag is kifogastalan. Az edzok baratsagosak es segitokeszek. Nagyon szeretek ide jarni.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMNC1TdVFnEAE,5,"It is clean, well equipped, and the prices are affordable. I can only recommend it to everyone.",2 months ago,2024-07-20 14:19:38.728131,,,,0,1,,False,"Tiszta, jol felszerelt, es az arak is megfizethetoek. Mindenkinek csak ajanlani tudom.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMdm9iSWRREAE,5,"It is clean, well equipped, and the prices are affordable. I can only recommend it to everyone.",3 months ago,2024-06-20 14:19:38.731131,,,,0,4,,False,"Tiszta, jol felszerelt, es az arak is megfizethetoek. Mindenkinek csak ajanlani tudom.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMM3Z6TlN3EAE,5,"Arnold gym is one of the best gyms in Budapest! The cars are nice, the people are nice, and the cars are fine. And after the sauna, I was completely refreshed.",3 months ago,2024-06-20 14:19:38.734131,,,,0,3,2,False,"Arnold gym az egyik legjobb terem Budapesten! A gepek ujak, az emberek kedvesek, es az arak is rendben vannak. Szauna utan pedig teljesen felfrissultem.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMaHNDSlRBEAE,5,,3 months ago,2024-06-20 14:19:38.736131,,,,0,2,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMbXZETVhnEAE,5,"A very well-equipped and well-maintained room with reasonable prices. The coaches help you maintain a healthy physical condition with prepared, personalized programs. All their staff are helpful and polite. The atmosphere is good during training, which is made even more complete by the excellent music selections.",3 months ago,2024-06-20 14:19:38.738101,,,,1,28,232,True,"Nagyon jol felszerelt es karbantartott terem, kedvez  arakkal. Az edz k felkeszultek, szemelyre szabott programokkal segitik karbantartani az egeszseges fizikai allapotot. Minden munkatarsuk segit kesz es udvarias. Edzes kozben jo a hangulat, amit a remek zenei valogatasok tesznek meg teljesebbe.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNMNnBmNnFnRRAB,5,"The fitness machines are being updated, everything is OK, it would be nice to bring back an upside down bench.",3 months ago,2024-06-20 14:19:38.741133,,,,0,4,,False,"A kondigepek frissulnek, minden OK, egy fejjel lefele logato billen pad visszahozasa jo lenne meg.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMOG9QeExnEAE,5,,3 months ago,2024-06-20 14:19:38.744131,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNMOG9hNTFnRRAB,5,,3 months ago,2024-06-20 14:19:38.746132,,,,0,3,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMOG9yTlZnEAE,5,,3 months ago,2024-06-20 14:19:38.749131,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMc29UUWJBEAE,2,"Unfortunately, since the renovation, worn-out equipment has not been replaced, such as broken fitness rollers (you cant massage yourself after a workout), neck protector. And recently, the air conditioning doesnt work everywhere, even though summer is here",3 months ago,2024-06-20 14:19:38.751131,"Dear Viola! Thank you for the feedback, I will soon replace the missing or worn out devices. The air conditioning should work day and night, if it is turned off, it is always done at the request of the guests. But I try to draw the attention of my colleagues to switch them back on as soon as possible in such cases. I hope you will come to us again soon and leave more satisfied. Thank you again!",3 months ago,2024-06-20 14:19:38.751131,1,3,,False,"Sajnos a felujitas ota az elhasznalodott eszkozoket nem potoljak, mint pl az eltort fitness hemgerek (nem lehet edzes utan kimaszirozni magad), nyakved . Es ujabban a klima sem megy minden reszen, pedig itt a nyar","Kedves Viola! Koszonom a visszajelzest, rovidesen potolni fogom a hianyzo, vagy elhasznalodott eszkozoket. A klimanak ejjel-nappal mennie kene, ha ki van kapcsolva, az minden esetben a vendegek keresere tortenik. De igyekszem felhivni a kollegak figyelmet, hogy ilyen esetekben minel el bb kapcsoljak vissza. Remelem hamarosan ujra jossz hozzank es elegedettebben fogsz tavozni. Megegyszer koszonjuk!"
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMMHRMR0RBEAE,5,"Pleasant young and professional staff, I always welcome coming here to train. Cleanliness is not always the best, but the cars are good.",3 months ago,2024-06-20 14:19:39.875149,Thank you for your kind review.,3 months ago,2024-06-20 14:19:39.875149,1,2,,False,"Kellemes legkor es profi szemelyzet, mindig szivesen jovok ide edzeni. A tisztasag nem mindig a legjobb de a gepek jok.",Koszonjuk a megtisztel  ertekeleset.
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNMMHNDeFN3EAE,5,"Clean and well-equipped gym with super squash courts. The people are also friendly, I can only recommend it to everyone.",3 months ago,2024-06-20 14:19:39.879147,,,,0,4,3,False,"Tiszta es jol felszerelt edzoterem, szuper squash palyakkal. Az arak is baratsagosak, mindenkinek csak ajanlani tudom.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNMa3NITWlRRRAB,5,"I really liked the Arnold gym! The machines are modern and well-maintained, the drivers are nice and helpful. The sauna is a plus",3 months ago,2024-06-20 14:19:39.881685,,,,0,4,,False,"Nagyon tetszett az Arnold gym! A gepek modernek es jol karbantartottak, az edzok kedvesek es segitokeszek. A szauna kulon plusz",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNMM0xQTnR3RRAB,5,,3 months ago,2024-06-20 14:19:39.884719,,,,0,5,5,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUR6c19PSnd3RRAB,5,Jozsi,3 months ago,2024-06-20 14:19:39.886719,,,,0,12,5,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUR6c19TZWRBEAE,5,"Well-equipped machine park, squash court",3 months ago,2024-06-20 14:19:39.888690,,,,0,1,,False,"Jol felszerelt geppark, squash palya",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUR6NC1mQmhBRRAB,5,,3 months ago,2024-06-20 14:19:39.891719,,,,0,25,46,True,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUR6bGR2WnhRRRAB,5,,3 months ago,2024-06-20 14:19:39.893720,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUR6bGZQSW5RRRAB,5,Very nice gym,3 months ago,2024-06-20 14:19:39.896689,,,,1,2,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNUb3BfU0tREAE,5,,3 months ago,2024-06-20 14:19:39.898719,,,,0,2,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNUNUw2NlhBEAE,5,"Great place, many machines, family atmosphere.",3 months ago,2024-06-20 14:19:40.662513,Thank you very much for the excellent review!,3 months ago,2024-06-20 14:19:40.662513,1,1,,False,"Szuper hely, sok gep, csaladias hangulat.",Koszonjuk szepen a kivalo ertekelest!
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUN6bFp5YmFBEAE,1,"Terrible place! The staff are ignorant, pompous and jerks. The room is dirty, dusty and all machines are stuck. Those who come here will obviously agree that they dont have enough to put a towel under themselves, but since the staff doesnt expect it, why would they?! Machines wouldnt be bad if people werent in each others mouths. Ive been going to the gym for 20 years, but Ive been to few such bad places. Never.",3 months ago,2024-06-20 14:19:40.666514,"Sorry to read, but thank you for your review!",3 months ago,2024-06-20 14:19:40.666514,1,1,,False,"Borzaszto hely! A szemelyzet tudatlan, nagykep  es bunko. A terem koszos, poros es minden gep ragad. Nyilvan hozzajarulnak akik ide jarnak, hogy annyi nincs bennuk, hogy egy torolkoz t rakjanak maguk ala, de mivel a szemelyzet se varja el igy miert is tennenek?! A gepek nem lennenek rosszak ha nem egymas szajaban lennenek az emberek. 20 eve jarok kondi terembe de keves ilyen rossz helyen jartam. Soha tobbet.","Sajnalattal olvastam, de azert koszonjuk, hogy ertekeltel!"
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUN6NHBUV1dnEAE,2,,3 months ago,2024-06-20 14:19:40.669518,,,,0,46,2,True,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURUMjV6TXVRRRAB,5,"Helpful staff, very well-equipped serious room!",3 months ago,2024-06-20 14:19:40.671518,,,,0,3,,False,"Segit kesz szemelyzet, nagyon jol felszerelt komoly terem!",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURUOC1xLTR3RRAB,5,,3 months ago,2024-06-20 14:19:40.674518,,,,0,1,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURUa1pqV0J3EAE,5,,3 months ago,2024-06-20 14:19:40.676518,,,,0,2,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURUNW9lTW13RRAB,5,,3 months ago,2024-06-20 14:19:40.678518,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURUNUt2ck9nEAE,4,"The gym is well equipped but a bit crowded, the squash court is not bad but is rarely cleaned. Its good that there is a sauna, the dressing room could use a renovation. Parking can be problematic during the day.",3 months ago,2024-06-20 14:19:40.680518,,,,0,8,1,False,"A konditerem jol felszerelt de kicsit zsufolt, a squash palya nem rossz de ritkan takaritjak. Jo hogy van szauna, az oltoz re raferne egy felujitas. A parkolas napkozben problemas lehet.",
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNUajZleUdREAE,5,Its a really great room,3 months ago,2024-06-20 14:19:40.684025,Thank you for the great review!,3 months ago,2024-06-20 14:19:40.684025,1,4,1,False,Nagyon szuper terem,Koszonjuk a szuper ertekelest!
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNaZzYyeFpnEAE,5,"Great gym, newly renovated, with modern machines. Not too crowded at peak times either. The cardio part is on the second level, separated - next to the squash, solarium, sauna, large group hall. The only drawback is that you cannot rent a locker.",4 months ago,2024-05-20 14:19:40.687025,"Hi Levente! Thank you very much for the positive review! :) Unfortunately, we do not have enough space to store lockers for rent!",7 months ago,2024-02-20 14:19:40.687025,1,41,,True,"Remek edz terem, frissen felujitva, modern gepekkel. Csucsid ben sem tul zsufolt. A kardio resz a masodik szinten, elkulonitve - a squash, szolarium, szauna, csoportos nagyterem mellett. Egyetlen hatrany, hogy szekrenyt nem lehet berelni.",Szia Levente! Nagyon koszonjuk a pozitiv ertekelest! :) Sajnos nincs eleg helyunk berbe adhato szekrenyek tarolasara!
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURqOHNpMTBBRRAB,5,Legkomolyabbhel,4 months ago,2024-05-20 14:19:41.537046,,,,1,1,2,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNUdWVhM0R3EAE,5,The machines are very good!,4 months ago,2024-05-20 14:19:41.540074,Thank you for your review!,4 months ago,2024-05-20 14:19:41.540074,1,1,,False,Nagyon jok a gepek!,Koszonjuk az ertekelest!
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURqeXZyUE93EAE,5,It has been beautifully renovated and has all the equipment you need!,4 months ago,2024-05-20 14:19:41.543074,,,,0,1,,False,Gyonyor en lett felujitva es minden gep van ami kell!,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNUb2ItRGdRRRAB,5,,4 months ago,2024-05-20 14:19:41.546075,,,,0,1,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNUd2ZEZ0lBEAE,5,,4 months ago,2024-05-20 14:19:41.548076,,,,0,2,,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNUM04zMGZnEAE,5,"Overall, I highly recommend Arnold Gym to anyone looking for a clean, well-equipped facility with a welcoming atmosphere and excellent customer service. Its truly been a game-changer for my fitness journey.",4 months ago,2024-05-20 14:19:41.550073,Thank you very much!,4 months ago,2024-05-20 14:19:41.550073,2,1,4,False,,Nagyon szepen koszonjuk!
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSUNUM1BYSlJnEAE,5,"The equipment is top-notch, with a wide variety of machines and free weights to accommodate any workout routine. I especially appreciate that the equipment is regularly serviced and in excellent condition.",4 months ago,2024-05-20 14:19:41.553077,,,,2,1,1,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNUNUw2QzBBRRAB,5,,4 months ago,2024-05-20 14:19:41.555076,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSUNUeU1USnRBRRAB,5,,4 months ago,2024-05-20 14:19:41.557079,,,,0,3,6,False,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURqeF9DWlBnEAE,5,,4 months ago,2024-05-20 14:19:41.560074,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURqaDZiU3JBRRAB,5,,4 months ago,2024-05-20 14:19:42.438936,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChZDSUhNMG9nS0VJQ0FnSURqcTRPU0l3EAE,5,,4 months ago,2024-05-20 14:19:42.440935,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURqaTRDcWpRRRAB,5,,4 months ago,2024-05-20 14:19:42.442937,,,,0,,,,,
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURqdnVyOTB3RRAB,5,Most serious place,4 months ago,2024-05-20 14:19:42.444936,Thank you very much!,4 months ago,2024-05-20 14:19:42.444936,2,4,,False,Legkomolyabb hely,Koszonjuk szepen!
ChIJ3S1NllbZQUcRqCdUlj1DLXY,Arnold Gym,ChdDSUhNMG9nS0VJQ0FnSURqX1piMTNBRRAB,5,,4 months ago,2024-05-20 14:19:42.447936,,,,0,4,,False,,
